0 	 0.000
1 	 0.002
2 	 0.002
3 	 0.032
4 	 0.017
5 	 0.009
6 	 0.002
7 	 0.000
8 	 0.004
9 	 0.002
10 	 0.000
11 	 0.002
12 	 0.000
13 	 0.000
14 	 0.004
15 	 0.002
16 	 0.000
17 	 0.002
18 	 0.000
19 	 0.002
20 	 0.000
21 	 0.002
22 	 0.000
23 	 0.002
24 	 0.002
25 	 0.002
26 	 0.000
27 	 0.000
28 	 0.000
29 	 0.000
30 	 0.002
31 	 0.002
32 	 0.002
33 	 0.000
34 	 0.002
35 	 0.004
36 	 0.000
37 	 0.000
38 	 0.000
39 	 0.002
40 	 0.000
41 	 0.000
42 	 0.000
43 	 0.002
44 	 0.002
45 	 0.002
46 	 0.002
47 	 0.000
48 	 0.002
49 	 0.009
50 	 0.017
51 	 0.030
52 	 0.041
53 	 0.054
54 	 0.101
55 	 0.174
56 	 0.513
57 	 1.000
58 	 0.839
59 	 0.487
60 	 0.397
61 	 0.318
62 	 0.234
63 	 0.245
64 	 0.288
65 	 0.483
66 	 0.773
67 	 0.646
68 	 0.382
69 	 0.206
70 	 0.157
71 	 0.092
72 	 0.082
73 	 0.077
74 	 0.058
75 	 0.067
76 	 0.058
77 	 0.041
78 	 0.056
79 	 0.058
80 	 0.041
81 	 0.045
82 	 0.026
83 	 0.056
84 	 0.058
85 	 0.039
86 	 0.043
87 	 0.036
88 	 0.056
89 	 0.060
90 	 0.058
91 	 0.058
92 	 0.052
93 	 0.103
94 	 0.086
95 	 0.099
96 	 0.122
97 	 0.137
98 	 0.152
99 	 0.174
100 	 0.155
101 	 0.114
102 	 0.101
103 	 0.064
104 	 0.094
105 	 0.024
106 	 0.019
107 	 0.019
108 	 0.017
109 	 0.009
110 	 0.000
111 	 0.015
112 	 0.013
113 	 0.011
114 	 0.011
115 	 0.009
116 	 0.009
117 	 0.013
118 	 0.009
119 	 0.006
120 	 0.004
121 	 0.004
122 	 0.000
123 	 0.002
124 	 0.004
125 	 0.002
126 	 0.006
127 	 0.000
128 	 0.002
129 	 0.002
130 	 0.000
131 	 0.002
132 	 0.000
133 	 0.000
134 	 0.000
135 	 0.000
136 	 0.000
137 	 0.000
138 	 0.000
139 	 0.000
140 	 0.000
141 	 0.000
142 	 0.000
143 	 0.000
144 	 0.000
145 	 0.000
146 	 0.000
147 	 0.000
148 	 0.000
149 	 0.000
150 	 0.000
151 	 0.000
152 	 0.000
153 	 0.000
154 	 0.000
155 	 0.000
156 	 0.000
157 	 0.000
158 	 0.000
159 	 0.000
160 	 0.000
161 	 0.000
162 	 0.000
163 	 0.000
164 	 0.000
165 	 0.000
166 	 0.000
167 	 0.000
168 	 0.000
169 	 0.000
170 	 0.000
171 	 0.000
172 	 0.000
173 	 0.000
174 	 0.000
175 	 0.000
176 	 0.000
177 	 0.000
178 	 0.000
179 	 0.000
180 	 0.000
181 	 0.000
182 	 0.000
183 	 0.000
184 	 0.000
185 	 0.000
186 	 0.000
187 	 0.000
188 	 0.000
189 	 0.000
190 	 0.000
191 	 0.000
192 	 0.000
193 	 0.000
194 	 0.000
195 	 0.000
196 	 0.000
197 	 0.000
198 	 0.000
199 	 0.000
200 	 0.000
201 	 0.000
202 	 0.000
203 	 0.000
204 	 0.000
205 	 0.000
206 	 0.002
207 	 0.000
208 	 0.000
209 	 0.000
210 	 0.000
211 	 0.000
212 	 0.000
213 	 0.000
214 	 0.000
215 	 0.000
216 	 0.000
217 	 0.000
218 	 0.000
219 	 0.000
220 	 0.000
221 	 0.000
222 	 0.000
223 	 0.000
224 	 0.000
225 	 0.000
226 	 0.000
227 	 0.000
228 	 0.000
229 	 0.000
230 	 0.000
231 	 0.000
232 	 0.000
233 	 0.000
234 	 0.000
235 	 0.000
236 	 0.000
237 	 0.000
238 	 0.000
239 	 0.000
240 	 0.000
241 	 0.000
242 	 0.000
243 	 0.000
244 	 0.000
245 	 0.000
246 	 0.000
247 	 0.000
248 	 0.000
249 	 0.000
250 	 0.000
251 	 0.000
252 	 0.000
253 	 0.000
254 	 0.000
255 	 0.000
